街道方向熵,地理区域
3.393785367,南方地区
3.160529651,南方地区
3.427800894,南方地区
3.163466454,南方地区
3.177255152,南方地区
3.506086153,南方地区
3.152751076,南方地区
2.807033922,南方地区
3.454149206,南方地区
3.407132599,南方地区
2.899870181,南方地区
3.452932106,南方地区
2.547550801,南方地区
3.160380701,南方地区
2.545215026,南方地区
3.243956473,南方地区
2.742146047,南方地区
3.545146271,南方地区
3.441514621,南方地区
2.954494713,南方地区
3.383150074,南方地区
3.260903801,南方地区
3.487460283,南方地区
3.473795436,南方地区
3.293019333,南方地区
3.512473943,南方地区
3.510394673,南方地区
3.365568553,南方地区
3.497075887,南方地区
3.476646618,南方地区
3.520064706,南方地区
2.765429242,青藏地区
3.067891354,青藏地区
2.924940308,青藏地区
3.381892812,青藏地区
